h2_p,N_causal_SNPs,vr,freq_r,k,N_samples,power,penetrance,mean_prs_cases,h2_poly_est
0.3,100,0.03,0.01,0.02,5000,0.76,0.19072642282,0.69458853355,0.29780687064
0.3,100,0.03,0.01,0.02,10000,0.97,0.18966053667,0.69151235236,0.2974592572
0.3,100,0.03,0.01,0.05,1000,0.25,0.31850160068,0.59568793033,0.29677464508
0.3,100,0.03,0.01,0.05,2000,0.5,0.31573747614,0.59259910973,0.29762796464
0.3,100,0.03,0.01,0.05,3000,0.73,0.32024943035,0.59528233153,0.29749538276
0.3,100,0.03,0.01,0.05,5000,0.97,0.32744490061,0.59619174444,0.29780687064
0.3,100,0.03,0.01,0.05,10000,1,0.32691250265,0.59703083009,0.2974592572
0.3,100,0.03,0.01,0.1,1000,0.41,0.45700860186,0.50568743542,0.29677464508
0.3,100,0.03,0.01,0.1,2000,0.68,0.45738158408,0.51140525519,0.29762796464
0.3,100,0.03,0.01,0.1,3000,0.86,0.46520086672,0.51234540343,0.29749538276
0.3,100,0.03,0.01,0.1,5000,1,0.47046131824,0.51304387179,0.29780687064
0.3,100,0.03,0.01,0.1,10000,1,0.4706405853,0.51338846097,0.2974592572
0.3,100,0.03,0.02,0.02,1000,0.18,0.11124958049,0.6928404851,0.29677464508
0.3,100,0.03,0.02,0.02,2000,0.35,0.11020252779,0.69884944133,0.29762796464
0.3,100,0.03,0.02,0.02,3000,0.43,0.11107321207,0.69656853697,0.29749538276
0.3,100,0.03,0.02,0.02,5000,0.61,0.10943012523,0.70478308313,0.29780687064
0.3,100,0.03,0.02,0.02,10000,0.87,0.11086103283,0.7021934583,0.2974592572
0.3,100,0.03,0.02,0.05,1000,0.22,0.207962846,0.60145125691,0.29677464508
0.3,100,0.03,0.02,0.05,2000,0.5,0.21412074397,0.59681723083,0.29762796464
0.3,100,0.03,0.02,0.05,3000,0.64,0.21470758252,0.5976621687,0.29749538276
0.3,100,0.03,0.02,0.05,5000,0.83,0.21355592618,0.60093812367,0.29780687064
0.3,100,0.03,0.02,0.05,10000,0.97,0.21285206478,0.60326093904,0.2974592572
0.3,100,0.03,0.02,0.1,1000,0.29,0.32515075303,0.50991895556,0.29677464508
0.3,100,0.03,0.02,0.1,2000,0.58,0.33678170153,0.51260382397,0.29762796464
0.3,100,0.03,0.02,0.1,3000,0.79,0.33840202767,0.51346355444,0.29749538276
0.3,100,0.03,0.02,0.1,5000,0.93,0.33519608836,0.51515048987,0.29780687064
0.3,100,0.03,0.02,0.1,10000,1,0.33567196891,0.51588173894,0.2974592572
0.3,100,0.05,0.005,0.02,1000,0.48,0.52332806305,0.62285162755,0.29677464508
0.3,100,0.05,0.005,0.02,2000,0.84,0.54005104862,0.62580264047,0.29762796464
0.3,100,0.05,0.005,0.02,3000,0.96,0.53556701245,0.62674930529,0.29749538276
0.3,100,0.05,0.005,0.02,5000,1,0.53909121122,0.62689850754,0.29780687064
0.3,100,0.05,0.005,0.02,10000,1,0.53898220923,0.62330593348,0.2974592572
0.3,100,0.05,0.005,0.05,1000,0.68,0.71812514819,0.56982547305,0.29677464508
0.3,100,0.05,0.005,0.05,2000,0.93,0.71574909205,0.56984704,0.29762796464
0.3,100,0.05,0.005,0.05,3000,0.99,0.70975530652,0.57195632445,0.29749538276
0.3,100,0.05,0.005,0.05,5000,1,0.70917346079,0.57589559602,0.29780687064
0.3,100,0.05,0.005,0.05,10000,1,0.71392929407,0.57557262014,0.2974592572
0.3,100,0.05,0.005,0.1,1000,0.73,0.83988791357,0.49848303013,0.29677464508
0.3,100,0.05,0.005,0.1,2000,0.92,0.83759937924,0.50461546999,0.29762796464
0.3,100,0.05,0.005,0.1,3000,0.97,0.83283112102,0.50558124864,0.29749538276
0.3,100,0.05,0.005,0.1,5000,1,0.8291291027,0.50769479587,0.29780687064
0.3,100,0.05,0.005,0.1,10000,1,0.83051273484,0.50823235617,0.2974592572
0.3,100,0.05,0.01,0.02,1000,0.29,0.28060638034,0.65782040712,0.29677464508
0.3,100,0.05,0.01,0.02,2000,0.67,0.28248548496,0.65848254632,0.29762796464
0.3,100,0.05,0.01,0.02,3000,0.83,0.28396659945,0.65431292962,0.29749538276
0.3,100,0.05,0.01,0.02,5000,1,0.29175536521,0.65631897594,0.29780687064
0.3,100,0.05,0.01,0.02,10000,1,0.29083062901,0.65351203264,0.2974592572
0.3,100,0.05,0.01,0.05,1000,0.57,0.45056022673,0.57795948815,0.29677464508
0.3,100,0.05,0.01,0.05,2000,0.87,0.44927464013,0.5771833897,0.29762796464
0.3,100,0.05,0.01,0.05,3000,0.97,0.45520123225,0.57748084195,0.29749538276
0.3,100,0.05,0.01,0.05,5000,1,0.46207940053,0.57949025153,0.29780687064
0.3,100,0.05,0.01,0.05,10000,1,0.46124721694,0.58021371685,0.2974592572
0.3,100,0.05,0.01,0.1,1000,0.66,0.6066876617,0.49846905773,0.29677464508
0.3,100,0.05,0.01,0.1,2000,0.92,0.60498758798,0.50286245568,0.29762796464
0.3,100,0.05,0.01,0.1,3000,0.99,0.60701733211,0.50411801105,0.29749538276
0.3,100,0.05,0.01,0.1,5000,1,0.61129978067,0.50593749487,0.29780687064
0.3,100,0.05,0.01,0.1,10000,1,0.61433392856,0.50611989333,0.2974592572
0.3,100,0.05,0.02,0.02,1000,0.33,0.16002033004,0.6727970964,0.29677464508
0.3,100,0.05,0.02,0.02,2000,0.49,0.15926179526,0.67464993874,0.29762796464
0.3,100,0.05,0.02,0.02,3000,0.69,0.15898640478,0.67277382248,0.29749538276
0.3,100,0.05,0.02,0.02,5000,0.89,0.15782047593,0.67931695893,0.29780687064
0.3,100,0.05,0.02,0.02,10000,0.99,0.15992125418,0.67841230462,0.2974592572
0.3,100,0.05,0.02,0.05,1000,0.42,0.2831138626,0.59215350998,0.29677464508
0.3,100,0.05,0.02,0.05,2000,0.71,0.28650428023,0.58757682763,0.29762796464
0.3,100,0.05,0.02,0.05,3000,0.87,0.28792174819,0.586337903,0.29749538276
0.3,100,0.05,0.02,0.05,5000,1,0.28614672761,0.58946412207,0.29780687064
0.3,100,0.05,0.02,0.05,10000,1,0.28771675318,0.59191478607,0.2974592572
0.3,100,0.05,0.02,0.1,1000,0.53,0.41867642802,0.50342394375,0.29677464508
0.3,100,0.05,0.02,0.1,2000,0.84,0.42781452308,0.50740393992,0.29762796464
0.3,100,0.05,0.02,0.1,3000,0.96,0.43050069217,0.50815548434,0.29749538276
0.3,100,0.05,0.02,0.1,5000,1,0.43147726802,0.50882763291,0.29780687064
0.3,100,0.05,0.02,0.1,10000,1,0.4317797872,0.50895857101,0.2974592572
0.3,100,0.1,0.005,0.02,1000,0.87,0.85885170184,0.48936191378,0.29677464508
0.3,100,0.1,0.005,0.02,2000,0.97,0.85329460492,0.49852995145,0.29762796464
0.3,100,0.1,0.005,0.02,3000,1,0.85293964243,0.50072058416,0.29749538276
0.3,100,0.1,0.005,0.02,5000,1,0.85072629494,0.50548234998,0.29780687064
0.3,100,0.1,0.005,0.02,10000,1,0.85249078981,0.50273394235,0.2974592572
0.3,100,0.1,0.005,0.05,1000,0.91,0.94481909106,0.54369128063,0.29677464508
0.3,100,0.1,0.005,0.05,2000,0.98,0.94357207141,0.54448975503,0.29762796464
0.3,100,0.1,0.005,0.05,3000,1,0.94045138642,0.5473614724,0.29749538276
0.3,100,0.1,0.005,0.05,5000,1,0.94309082155,0.55031474995,0.29780687064
0.3,100,0.1,0.005,0.05,10000,1,0.94298419241,0.55245052265,0.2974592572
0.3,100,0.1,0.005,0.1,1000,0.85,0.97761704352,0.49784507483,0.29677464508
0.3,100,0.1,0.005,0.1,2000,0.96,0.97900625116,0.50631118829,0.29762796464
0.3,100,0.1,0.005,0.1,3000,1,0.97845431488,0.50772159337,0.29749538276
0.3,100,0.1,0.005,0.1,5000,1,0.978862955,0.50846918344,0.29780687064
0.3,100,0.1,0.005,0.1,10000,1,0.97846307444,0.50888608908,0.2974592572
0.3,100,0.1,0.01,0.02,1000,0.68,0.50221165804,0.53720888695,0.29677464508
0.3,100,0.1,0.01,0.02,2000,0.98,0.50603113065,0.53066785166,0.29762796464
0.3,100,0.1,0.01,0.02,3000,1,0.51383837117,0.52484618907,0.29749538276
0.3,100,0.1,0.01,0.02,5000,1,0.5160166016,0.53052931856,0.29780687064
0.3,100,0.1,0.01,0.02,10000,1,0.51760275017,0.5279952631,0.2974592572
0.3,100,0.1,0.01,0.05,1000,0.91,0.71354390251,0.52790566953,0.29677464508
0.3,100,0.1,0.01,0.05,2000,1,0.71069870432,0.52650487026,0.29762796464
0.3,100,0.1,0.01,0.05,3000,1,0.71479972114,0.52789832632,0.29749538276
0.3,100,0.1,0.01,0.05,5000,1,0.71684806914,0.53208791089,0.29780687064
0.3,100,0.1,0.01,0.05,10000,1,0.7183070521,0.53227280305,0.2974592572
0.3,100,0.1,0.01,0.1,1000,0.94,0.8472320406,0.48042014649,0.29677464508
0.3,100,0.1,0.01,0.1,2000,1,0.83997693163,0.4868152025,0.29762796464
0.3,100,0.1,0.01,0.1,3000,1,0.8386542114,0.48997812325,0.29749538276
0.3,100,0.1,0.01,0.1,5000,1,0.83904167334,0.49207719448,0.29780687064
0.3,100,0.1,0.01,0.1,10000,1,0.84171988069,0.49157238654,0.2974592572
0.3,100,0.1,0.02,0.02,1000,0.51,0.26451937716,0.60274957863,0.29677464508
0.3,100,0.1,0.02,0.02,2000,0.8,0.27103054329,0.593983673,0.29762796464
0.3,100,0.1,0.02,0.02,3000,0.96,0.27265042734,0.58687887831,0.29749538276
0.3,100,0.1,0.02,0.02,5000,0.99,0.26898402187,0.59587172708,0.29780687064
0.3,100,0.1,0.02,0.02,10000,1,0.27039670282,0.59689115135,0.2974592572
0.3,100,0.1,0.02,0.05,1000,0.79,0.4436408612,0.54997377205,0.29677464508
0.3,100,0.1,0.02,0.05,2000,0.98,0.44982757635,0.54705700858,0.29762796464
0.3,100,0.1,0.02,0.05,3000,1,0.45181358733,0.54466499978,0.29749538276
0.3,100,0.1,0.02,0.05,5000,1,0.45393962625,0.54679492436,0.29780687064
0.3,100,0.1,0.02,0.05,10000,1,0.45419085064,0.54782054682,0.2974592572
0.3,100,0.1,0.02,0.1,1000,0.88,0.60833691161,0.48373132836,0.29677464508
0.3,100,0.1,0.02,0.1,2000,0.99,0.61010207972,0.48895026296,0.29762796464
0.3,100,0.1,0.02,0.1,3000,1,0.61286195231,0.4896296228,0.29749538276
0.3,100,0.1,0.02,0.1,5000,1,0.61653405139,0.48998420678,0.29780687064
0.3,100,0.1,0.02,0.1,10000,1,0.6185049126,0.48939947059,0.2974592572
0.4,100,0.01,0.005,0.02,1000,0.08,0.12440672604,0.95313214808,0.39569952678
0.4,100,0.01,0.005,0.02,2000,0.12,0.13515635071,0.94956938988,0.39683728616
0.4,100,0.01,0.005,0.02,3000,0.22,0.13604177951,0.95246811235,0.3966605104
0.4,100,0.01,0.005,0.02,5000,0.34,0.13926397454,0.95383104928,0.39707582754
0.4,100,0.01,0.005,0.02,10000,0.66,0.13563689433,0.95233698352,0.39661234288
0.4,100,0.01,0.005,0.05,1000,0.16,0.25781092519,0.80614852652,0.39569952678
0.4,100,0.01,0.005,0.05,2000,0.26,0.25487499588,0.80765577284,0.39683728616
0.4,100,0.01,0.005,0.05,3000,0.35,0.24802299106,0.80891689382,0.3966605104
0.4,100,0.01,0.005,0.05,5000,0.53,0.24829216441,0.81344598221,0.39707582754
0.4,100,0.01,0.005,0.05,10000,0.91,0.24958139755,0.81322767256,0.39661234288
0.4,100,0.01,0.005,0.1,1000,0.22,0.37053094927,0.67986534033,0.39569952678
0.4,100,0.01,0.005,0.1,2000,0.34,0.37632266964,0.68960992458,0.39683728616
0.4,100,0.01,0.005,0.1,3000,0.47,0.37427547797,0.68995315639,0.3966605104
0.4,100,0.01,0.005,0.1,5000,0.66,0.37686109987,0.69212755352,0.39707582754
0.4,100,0.01,0.005,0.1,10000,0.99,0.37779687494,0.6918128627,0.39661234288
0.4,100,0.01,0.01,0.02,1000,0.07,0.08913614379,0.95761225418,0.39569952678
0.4,100,0.01,0.01,0.02,2000,0.09,0.08466926854,0.95298189863,0.39683728616
0.4,100,0.01,0.01,0.02,3000,0.17,0.08313150803,0.95507927146,0.3966605104
0.4,100,0.01,0.01,0.02,5000,0.28,0.08621225626,0.95596479615,0.39707582754
0.4,100,0.01,0.01,0.02,10000,0.47,0.08546930669,0.95651237599,0.39661234288
0.4,100,0.01,0.01,0.05,1000,0.02,0.17323585321,0.80786133568,0.39569952678
0.4,100,0.01,0.01,0.05,2000,0.12,0.16511978664,0.80855425924,0.39683728616
0.4,100,0.01,0.01,0.05,3000,0.23,0.16373524948,0.80976082167,0.3966605104
0.4,100,0.01,0.01,0.05,5000,0.44,0.17246242585,0.81375307409,0.39707582754
0.4,100,0.01,0.01,0.05,10000,0.77,0.16988747677,0.81403036021,0.39661234288
0.4,100,0.01,0.01,0.1,1000,0.1,0.27191216059,0.68244199478,0.39569952678
0.4,100,0.01,0.01,0.1,2000,0.2,0.26889109319,0.69044945804,0.39683728616
0.4,100,0.01,0.01,0.1,3000,0.39,0.27414970143,0.69075002654,0.3966605104
0.4,100,0.01,0.01,0.1,5000,0.57,0.28045041554,0.69182827684,0.39707582754
0.4,100,0.01,0.01,0.1,10000,0.92,0.27719836696,0.69225541529,0.39661234288
0.4,100,0.01,0.02,0.02,1000,0.05,0.05508502527,0.96197076806,0.39569952678
0.4,100,0.01,0.02,0.02,2000,0.12,0.05704056942,0.95561423868,0.39683728616
0.4,100,0.01,0.02,0.02,3000,0.15,0.05813763747,0.95247347413,0.3966605104
0.4,100,0.01,0.02,0.02,5000,0.24,0.05782495468,0.95656831225,0.39707582754
0.4,100,0.01,0.02,0.02,10000,0.47,0.05918902043,0.95657988024,0.39661234288
0.4,100,0.01,0.02,0.05,1000,0.16,0.12585987561,0.81011540078,0.39569952678
0.4,100,0.01,0.02,0.05,2000,0.19,0.12481208481,0.80844438406,0.39683728616
0.4,100,0.01,0.02,0.05,3000,0.28,0.12587995027,0.80909605529,0.3966605104
0.4,100,0.01,0.02,0.05,5000,0.35,0.12403004344,0.81544637877,0.39707582754
0.4,100,0.01,0.02,0.05,10000,0.69,0.12521214188,0.81599676471,0.39661234288
0.4,100,0.01,0.02,0.1,1000,0.17,0.2145597054,0.68228698684,0.39569952678
0.4,100,0.01,0.02,0.1,2000,0.27,0.21778690741,0.69002041866,0.39683728616
0.4,100,0.01,0.02,0.1,3000,0.45,0.21859732801,0.69103266714,0.3966605104
0.4,100,0.01,0.02,0.1,5000,0.55,0.21594042833,0.69317108549,0.39707582754
0.4,100,0.01,0.02,0.1,10000,0.82,0.21757450651,0.69284916017,0.39661234288
0.4,100,0.02,0.005,0.02,1000,0.19,0.24211877115,0.92807367784,0.39569952678
0.4,100,0.02,0.005,0.02,2000,0.46,0.24392876924,0.92913693298,0.39683728616
0.4,100,0.02,0.005,0.02,3000,0.58,0.23843085176,0.93105234181,0.3966605104
0.4,100,0.02,0.005,0.02,5000,0.84,0.24141593011,0.93548151401,0.39707582754
0.4,100,0.02,0.005,0.02,10000,0.99,0.2439496106,0.93087509493,0.39661234288
0.4,100,0.02,0.005,0.05,1000,0.37,0.38899035915,0.7957048114,0.39569952678
0.4,100,0.02,0.005,0.05,2000,0.64,0.39638127271,0.79919916706,0.39683728616
0.4,100,0.02,0.005,0.05,3000,0.79,0.39197051682,0.79863069523,0.3966605104
0.4,100,0.02,0.005,0.05,5000,0.94,0.3978169693,0.80284040487,0.39707582754
0.4,100,0.02,0.005,0.05,10000,1,0.39401794716,0.80320677321,0.39661234288
0.4,100,0.02,0.005,0.1,1000,0.41,0.53838511036,0.67502639473,0.39569952678
0.4,100,0.02,0.005,0.1,2000,0.68,0.54515766126,0.68511265133,0.39683728616
0.4,100,0.02,0.005,0.1,3000,0.86,0.54520362456,0.68495702584,0.3966605104
0.4,100,0.02,0.005,0.1,5000,0.99,0.54778214486,0.68695833357,0.39707582754
0.4,100,0.02,0.005,0.1,10000,1,0.54471968451,0.68705764931,0.39661234288
0.4,100,0.02,0.01,0.02,1000,0.1,0.14222779997,0.93894452149,0.39569952678
0.4,100,0.02,0.01,0.02,2000,0.24,0.13758276565,0.94066888363,0.39683728616
0.4,100,0.02,0.01,0.02,3000,0.42,0.13500244,0.94135383042,0.3966605104
0.4,100,0.02,0.01,0.02,5000,0.67,0.13843602158,0.94214204731,0.39707582754
0.4,100,0.02,0.01,0.02,10000,0.91,0.13677269582,0.94219710822,0.39661234288
0.4,100,0.02,0.01,0.05,1000,0.19,0.24609028398,0.80134578155,0.39569952678
0.4,100,0.02,0.01,0.05,2000,0.41,0.24079339688,0.80322896616,0.39683728616
0.4,100,0.02,0.01,0.05,3000,0.62,0.24687493961,0.80380465932,0.3966605104
0.4,100,0.02,0.01,0.05,5000,0.9,0.25563023894,0.80610378264,0.39707582754
0.4,100,0.02,0.01,0.05,10000,1,0.25118752628,0.80699029582,0.39661234288
0.4,100,0.02,0.01,0.1,1000,0.32,0.37518117268,0.67868274541,0.39569952678
0.4,100,0.02,0.01,0.1,2000,0.58,0.36675805967,0.6859304774,0.39683728616
0.4,100,0.02,0.01,0.1,3000,0.76,0.37585802993,0.68651789833,0.3966605104
0.4,100,0.02,0.01,0.1,5000,0.97,0.38277549612,0.68794751531,0.39707582754
0.4,100,0.02,0.01,0.1,10000,1,0.3819548621,0.68835985224,0.39661234288
0.4,100,0.02,0.02,0.02,1000,0.17,0.0851171407,0.94561015372,0.39569952678
0.4,100,0.02,0.02,0.02,2000,0.28,0.08515095215,0.93988342787,0.39683728616
0.4,100,0.02,0.02,0.02,3000,0.41,0.08641782323,0.94080642071,0.3966605104
0.4,100,0.02,0.02,0.02,5000,0.51,0.08480926217,0.94723647706,0.39707582754
0.4,100,0.02,0.02,0.02,10000,0.76,0.08520672063,0.94911531165,0.39661234288
0.4,100,0.02,0.02,0.05,1000,0.29,0.17618446135,0.8019594822,0.39569952678
0.4,100,0.02,0.02,0.05,2000,0.38,0.17319413296,0.80422796,0.39683728616
0.4,100,0.02,0.02,0.05,3000,0.53,0.1732826078,0.8035513999,0.3966605104
0.4,100,0.02,0.02,0.05,5000,0.79,0.17147416612,0.81022578984,0.39707582754
0.4,100,0.02,0.02,0.05,10000,0.94,0.17159282078,0.81074676417,0.39661234288
0.4,100,0.02,0.02,0.1,1000,0.29,0.27427151375,0.68107865386,0.39569952678
0.4,100,0.02,0.02,0.1,2000,0.54,0.27928470606,0.68731053546,0.39683728616
0.4,100,0.02,0.02,0.1,3000,0.72,0.28233768052,0.68759230269,0.3966605104
0.4,100,0.02,0.02,0.1,5000,0.88,0.27955682498,0.69002302513,0.39707582754
0.4,100,0.02,0.02,0.1,10000,0.99,0.2811115902,0.69028120055,0.39661234288
0.4,100,0.03,0.005,0.02,1000,0.31,0.34338805315,0.89468208127,0.39569952678
0.4,100,0.03,0.005,0.02,2000,0.65,0.34272090326,0.9000276839,0.39683728616
0.4,100,0.03,0.005,0.02,3000,0.84,0.34165327115,0.90297942941,0.3966605104
0.4,100,0.03,0.005,0.02,5000,0.98,0.34650208275,0.90437824656,0.39707582754
0.4,100,0.03,0.005,0.02,10000,1,0.34542246206,0.90254983393,0.39661234288
0.4,100,0.03,0.005,0.05,1000,0.54,0.51589929632,0.78442254346,0.39569952678
0.4,100,0.03,0.005,0.05,2000,0.82,0.52594432974,0.78884985689,0.39683728616
0.4,100,0.03,0.005,0.05,3000,0.97,0.52280778575,0.78705696957,0.3966605104
0.4,100,0.03,0.005,0.05,5000,1,0.52309433238,0.79156481221,0.39707582754
0.4,100,0.03,0.005,0.05,10000,1,0.52111807498,0.79083440477,0.39661234288
0.4,100,0.03,0.005,0.1,1000,0.58,0.66027278776,0.67126161354,0.39569952678
0.4,100,0.03,0.005,0.1,2000,0.86,0.65677985208,0.6812167222,0.39683728616
0.4,100,0.03,0.005,0.1,3000,0.94,0.65192374984,0.68129290013,0.3966605104
0.4,100,0.03,0.005,0.1,5000,0.99,0.6589633277,0.68372622195,0.39707582754
0.4,100,0.03,0.005,0.1,10000,1,0.66558234061,0.6830098889,0.39661234288
0.4,100,0.03,0.01,0.02,1000,0.19,0.19249197526,0.92245689195,0.39569952678
0.4,100,0.03,0.01,0.02,2000,0.51,0.1865462786,0.92415363222,0.39683728616
0.4,100,0.03,0.01,0.02,3000,0.74,0.18536560578,0.92278327,0.3966605104
0.4,100,0.03,0.01,0.02,5000,0.93,0.19218835245,0.92314616542,0.39707582754
0.4,100,0.03,0.01,0.02,10000,0.99,0.19087965752,0.92047862422,0.39661234288
0.4,100,0.03,0.01,0.05,1000,0.36,0.31953749489,0.7920180969,0.39569952678
0.4,100,0.03,0.01,0.05,2000,0.73,0.31760819086,0.79525692224,0.39683728616
0.4,100,0.03,0.01,0.05,3000,0.86,0.32347184938,0.79545027655,0.3966605104
0.4,100,0.03,0.01,0.05,5000,1,0.32817521332,0.79747578769,0.39707582754
0.4,100,0.03,0.01,0.05,10000,1,0.32718719791,0.7976494243,0.39661234288
0.4,100,0.03,0.01,0.1,1000,0.5,0.46328351374,0.67478855962,0.39569952678
0.4,100,0.03,0.01,0.1,2000,0.8,0.45924296741,0.68146061284,0.39683728616
0.4,100,0.03,0.01,0.1,3000,0.95,0.46548208159,0.68144049486,0.3966605104
0.4,100,0.03,0.01,0.1,5000,1,0.47147466789,0.6829673386,0.39707582754
0.4,100,0.03,0.01,0.1,10000,1,0.47166299199,0.68359369044,0.39661234288
0.4,100,0.03,0.02,0.02,1000,0.24,0.11329313074,0.92806251562,0.39569952678
0.4,100,0.03,0.02,0.02,2000,0.38,0.11097509602,0.92521684251,0.39683728616
0.4,100,0.03,0.02,0.02,3000,0.51,0.11076382356,0.92803845982,0.3966605104
0.4,100,0.03,0.02,0.02,5000,0.81,0.1092878616,0.93360479328,0.39707582754
0.4,100,0.03,0.02,0.02,10000,0.96,0.11078437532,0.93621764688,0.39661234288
0.4,100,0.03,0.02,0.05,1000,0.35,0.21226799185,0.80043217531,0.39569952678
0.4,100,0.03,0.02,0.05,2000,0.59,0.21402441892,0.79882795744,0.39683728616
0.4,100,0.03,0.02,0.05,3000,0.75,0.21333768209,0.79803152682,0.3966605104
0.4,100,0.03,0.02,0.05,5000,0.96,0.21202695556,0.80389172896,0.39707582754
0.4,100,0.03,0.02,0.05,10000,1,0.21302297415,0.80395820961,0.39661234288
0.4,100,0.03,0.02,0.1,1000,0.41,0.32301782952,0.67773180566,0.39569952678
0.4,100,0.03,0.02,0.1,2000,0.76,0.33552493091,0.68457528473,0.39683728616
0.4,100,0.03,0.02,0.1,3000,0.86,0.33682969313,0.68415017118,0.3966605104
0.4,100,0.03,0.02,0.1,5000,0.99,0.3351248809,0.68610033432,0.39707582754
0.4,100,0.03,0.02,0.1,10000,1,0.33515974375,0.68650641811,0.39661234288
0.4,100,0.05,0.005,0.02,1000,0.66,0.53193252289,0.82558630277,0.39569952678
0.4,100,0.05,0.005,0.02,2000,0.93,0.54082684565,0.83099266987,0.39683728616
0.4,100,0.05,0.005,0.02,3000,0.99,0.53823362378,0.83029275521,0.3966605104
0.4,100,0.05,0.005,0.02,5000,1,0.54180819587,0.83513247915,0.39707582754
0.4,100,0.05,0.005,0.02,10000,1,0.5399151776,0.83148226735,0.39661234288
0.4,100,0.05,0.005,0.05,1000,0.83,0.711911081,0.76090518245,0.39569952678
0.4,100,0.05,0.005,0.05,2000,0.96,0.70877174346,0.76626115058,0.39683728616
0.4,100,0.05,0.005,0.05,3000,1,0.70688121549,0.76579577455,0.3966605104
0.4,100,0.05,0.005,0.05,5000,1,0.71040599678,0.7696085959,0.39707582754
0.4,100,0.05,0.005,0.05,10000,1,0.71459594786,0.76820489073,0.39661234288
0.4,100,0.05,0.005,0.1,1000,0.82,0.84041234277,0.6615601782,0.39569952678
0.4,100,0.05,0.005,0.1,2000,0.93,0.83890694958,0.67197463616,0.39683728616
0.4,100,0.05,0.005,0.1,3000,1,0.83415656189,0.67323310629,0.3966605104
0.4,100,0.05,0.005,0.1,5000,1,0.8322444696,0.67584032981,0.39707582754
0.4,100,0.05,0.005,0.1,10000,1,0.82956248187,0.67617792964,0.39661234288
0.4,100,0.05,0.01,0.02,1000,0.45,0.27979367804,0.8792454536,0.39569952678
0.4,100,0.05,0.01,0.02,2000,0.81,0.28001175977,0.88216900793,0.39683728616
0.4,100,0.05,0.01,0.02,3000,0.95,0.28374341769,0.87625370791,0.3966605104
0.4,100,0.05,0.01,0.02,5000,1,0.29201474654,0.87631864941,0.39707582754
0.4,100,0.05,0.01,0.02,10000,1,0.29153111488,0.87186718185,0.39661234288
0.4,100,0.05,0.01,0.05,1000,0.67,0.4554998666,0.7691480854,0.39569952678
0.4,100,0.05,0.01,0.05,2000,0.94,0.45089366337,0.77058152179,0.39683728616
0.4,100,0.05,0.01,0.05,3000,0.99,0.4567823202,0.77081733399,0.3966605104
0.4,100,0.05,0.01,0.05,5000,1,0.46203606538,0.77394625242,0.39707582754
0.4,100,0.05,0.01,0.05,10000,1,0.46154815714,0.7740588124,0.39661234288
0.4,100,0.05,0.01,0.1,1000,0.76,0.61352177832,0.66287935268,0.39569952678
0.4,100,0.05,0.01,0.1,2000,0.98,0.60358599072,0.67185208033,0.39683728616
0.4,100,0.05,0.01,0.1,3000,0.99,0.60749615362,0.67235458618,0.3966605104
0.4,100,0.05,0.01,0.1,5000,1,0.6120519942,0.67369181722,0.39707582754
0.4,100,0.05,0.01,0.1,10000,1,0.61326720926,0.67385330411,0.39661234288
