h2_p,N_causal_SNPs,vr,freq_r,k,N_samples,power,penetrance,mean_prs_cases,h2_poly_est
0.4,100,0.05,0.02,0.02,1000,0.38,0.16077275592,0.899930055,0.39569952678
0.4,100,0.05,0.02,0.02,2000,0.65,0.15946560594,0.90170071223,0.39683728616
0.4,100,0.05,0.02,0.02,3000,0.84,0.15960093499,0.89958846163,0.3966605104
0.4,100,0.05,0.02,0.02,5000,0.95,0.15836837272,0.90589822113,0.39707582754
0.4,100,0.05,0.02,0.02,10000,1,0.15971246498,0.90505069855,0.39661234288
0.4,100,0.05,0.02,0.05,1000,0.55,0.2862602107,0.78135565117,0.39569952678
0.4,100,0.05,0.02,0.05,2000,0.83,0.2900085807,0.78082938237,0.39683728616
0.4,100,0.05,0.02,0.05,3000,0.98,0.29130186485,0.78176436404,0.3966605104
0.4,100,0.05,0.02,0.05,5000,1,0.28906410192,0.78671997958,0.39707582754
0.4,100,0.05,0.02,0.05,10000,1,0.28855327009,0.7875704947,0.39661234288
0.4,100,0.05,0.02,0.1,1000,0.7,0.4181934768,0.66809649453,0.39569952678
0.4,100,0.05,0.02,0.1,2000,0.93,0.42824773852,0.67569461593,0.39683728616
0.4,100,0.05,0.02,0.1,3000,0.99,0.42890662925,0.67546042649,0.3966605104
0.4,100,0.05,0.02,0.1,5000,1,0.43133842939,0.67635484014,0.39707582754
0.4,100,0.05,0.02,0.1,10000,1,0.43095081925,0.67686415062,0.39661234288
0.4,100,0.1,0.005,0.02,1000,0.96,0.85557081605,0.66013212785,0.39569952678
0.4,100,0.1,0.005,0.02,2000,1,0.8565196288,0.66424362896,0.39683728616
0.4,100,0.1,0.005,0.02,3000,1,0.85592483391,0.66620068737,0.3966605104
0.4,100,0.1,0.005,0.02,5000,1,0.85290148134,0.67567202164,0.39707582754
0.4,100,0.1,0.005,0.02,10000,1,0.85239851518,0.67228195649,0.39661234288
0.4,100,0.1,0.005,0.05,1000,0.96,0.95182810368,0.72324182632,0.39569952678
0.4,100,0.1,0.005,0.05,2000,0.99,0.94788696851,0.73148956016,0.39683728616
0.4,100,0.1,0.005,0.05,3000,1,0.94417265486,0.73198257741,0.3966605104
0.4,100,0.1,0.005,0.05,5000,1,0.94554333319,0.73645047569,0.39707582754
0.4,100,0.1,0.005,0.05,10000,1,0.94313633572,0.73622992544,0.39661234288
0.4,100,0.1,0.005,0.1,1000,0.94,0.97688652404,0.66282035486,0.39569952678
0.4,100,0.1,0.005,0.1,2000,0.98,0.97716376346,0.67354672627,0.39683728616
0.4,100,0.1,0.005,0.1,3000,1,0.97816510506,0.67472125939,0.3966605104
0.4,100,0.1,0.005,0.1,5000,1,0.97849045767,0.67691898451,0.39707582754
0.4,100,0.1,0.005,0.1,10000,1,0.9783260076,0.67758134032,0.39661234288
0.4,100,0.1,0.01,0.02,1000,0.86,0.50568561046,0.71402815701,0.39569952678
0.4,100,0.1,0.01,0.02,2000,1,0.50561313687,0.71340356844,0.39683728616
0.4,100,0.1,0.01,0.02,3000,1,0.51055566947,0.7064939867,0.3966605104
0.4,100,0.1,0.01,0.02,5000,1,0.51506552266,0.7089759732,0.39707582754
0.4,100,0.1,0.01,0.02,10000,1,0.51788722268,0.70615165384,0.39661234288
0.4,100,0.1,0.01,0.05,1000,0.99,0.7171403691,0.70527537145,0.39569952678
0.4,100,0.1,0.01,0.05,2000,1,0.71502161039,0.7017179425,0.39683728616
0.4,100,0.1,0.01,0.05,3000,1,0.71521035608,0.70339259857,0.3966605104
0.4,100,0.1,0.01,0.05,5000,1,0.71569435105,0.71114100555,0.39707582754
0.4,100,0.1,0.01,0.05,10000,1,0.71812337489,0.71011303309,0.39661234288
0.4,100,0.1,0.01,0.1,1000,0.98,0.84534965225,0.64356818217,0.39569952678
0.4,100,0.1,0.01,0.1,2000,1,0.83617504181,0.64966407964,0.39683728616
0.4,100,0.1,0.01,0.1,3000,1,0.83442727655,0.65172661951,0.3966605104
0.4,100,0.1,0.01,0.1,5000,1,0.83786730829,0.65482026874,0.39707582754
0.4,100,0.1,0.01,0.1,10000,1,0.84148084726,0.65420257046,0.39661234288
0.4,100,0.1,0.02,0.02,1000,0.63,0.26470521255,0.79929489505,0.39569952678
0.4,100,0.1,0.02,0.02,2000,0.97,0.27414255993,0.7872000787,0.39683728616
0.4,100,0.1,0.02,0.02,3000,1,0.27193732285,0.78782566491,0.3966605104
0.4,100,0.1,0.02,0.02,5000,1,0.27004088276,0.79483555448,0.39707582754
0.4,100,0.1,0.02,0.02,10000,1,0.27136996459,0.79510723211,0.39661234288
0.4,100,0.1,0.02,0.05,1000,0.94,0.45076842112,0.72857811944,0.39569952678
0.4,100,0.1,0.02,0.05,2000,1,0.45481028828,0.72588137059,0.39683728616
0.4,100,0.1,0.02,0.05,3000,1,0.45416542713,0.72550376877,0.3966605104
0.4,100,0.1,0.02,0.05,5000,1,0.45619745776,0.72753604021,0.39707582754
0.4,100,0.1,0.02,0.05,10000,1,0.45554110517,0.72963597945,0.39661234288
0.4,100,0.1,0.02,0.1,1000,0.97,0.60682507489,0.6434509399,0.39569952678
0.4,100,0.1,0.02,0.1,2000,1,0.60798504041,0.65130432036,0.39683728616
0.4,100,0.1,0.02,0.1,3000,1,0.61168634493,0.65017360257,0.3966605104
0.4,100,0.1,0.02,0.1,5000,1,0.61620224283,0.65096594898,0.39707582754
0.4,100,0.1,0.02,0.1,10000,1,0.61831269994,0.65092994722,0.39661234288
0.5,100,0.01,0.005,0.02,1000,0.12,0.12288866241,1.19734197569,0.49462440849
0.5,100,0.01,0.005,0.02,2000,0.19,0.1383329874,1.18782679074,0.49604660768
0.5,100,0.01,0.005,0.02,3000,0.29,0.13796058554,1.18858862113,0.495825638
0.5,100,0.01,0.005,0.02,5000,0.51,0.13658532945,1.19566103655,0.49634478441
0.5,100,0.01,0.005,0.02,10000,0.8,0.13567517052,1.1917198741,0.49576542858
0.5,100,0.01,0.005,0.05,1000,0.19,0.25643306223,1.0074582843,0.49462440849
0.5,100,0.01,0.005,0.05,2000,0.42,0.25215586025,1.01207265013,0.49604660768
0.5,100,0.01,0.005,0.05,3000,0.46,0.2456519186,1.01292405084,0.495825638
0.5,100,0.01,0.005,0.05,5000,0.64,0.24977663197,1.01647474996,0.49634478441
0.5,100,0.01,0.005,0.05,10000,0.98,0.25061976282,1.01598750636,0.49576542858
0.5,100,0.01,0.005,0.1,1000,0.23,0.37516394943,0.85267419857,0.49462440849
0.5,100,0.01,0.005,0.1,2000,0.44,0.3821992951,0.8592583822,0.49604660768
0.5,100,0.01,0.005,0.1,3000,0.61,0.37700724964,0.8603884201,0.495825638
0.5,100,0.01,0.005,0.1,5000,0.85,0.37893950676,0.8637196706,0.49634478441
0.5,100,0.01,0.005,0.1,10000,1,0.37697583217,0.86455590096,0.49576542858
0.5,100,0.01,0.01,0.02,1000,0.04,0.08575439721,1.19895838036,0.49462440849
0.5,100,0.01,0.01,0.02,2000,0.16,0.08419333664,1.19266198822,0.49604660768
0.5,100,0.01,0.01,0.02,3000,0.21,0.08381313172,1.19296373488,0.495825638
0.5,100,0.01,0.01,0.02,5000,0.35,0.08664800708,1.19827993092,0.49634478441
0.5,100,0.01,0.01,0.02,10000,0.67,0.08579003637,1.19594650588,0.49576542858
0.5,100,0.01,0.01,0.05,1000,0.11,0.17629474219,1.00857855025,0.49462440849
0.5,100,0.01,0.01,0.05,2000,0.24,0.16569775415,1.01426655782,0.49604660768
0.5,100,0.01,0.01,0.05,3000,0.34,0.1643255432,1.01411222001,0.495825638
0.5,100,0.01,0.01,0.05,5000,0.61,0.17217700086,1.01665457207,0.49634478441
0.5,100,0.01,0.01,0.05,10000,0.89,0.16943967198,1.01750640373,0.49576542858
0.5,100,0.01,0.01,0.1,1000,0.16,0.27100007777,0.85494828221,0.49462440849
0.5,100,0.01,0.01,0.1,2000,0.29,0.26855992466,0.86102001636,0.49604660768
0.5,100,0.01,0.01,0.1,3000,0.47,0.27280415862,0.86191859872,0.495825638
0.5,100,0.01,0.01,0.1,5000,0.78,0.28035249146,0.86406847586,0.49634478441
0.5,100,0.01,0.01,0.1,10000,0.96,0.27715864853,0.86535405261,0.49576542858
0.5,100,0.01,0.02,0.02,1000,0.07,0.05640583709,1.21081043243,0.49462440849
0.5,100,0.01,0.02,0.02,2000,0.08,0.05447210046,1.19569199779,0.49604660768
0.5,100,0.01,0.02,0.02,3000,0.22,0.05689717817,1.19434181504,0.495825638
0.5,100,0.01,0.02,0.02,5000,0.26,0.05707149979,1.19944238167,0.49634478441
0.5,100,0.01,0.02,0.02,10000,0.5,0.05867728942,1.19760444873,0.49576542858
0.5,100,0.01,0.02,0.05,1000,0.17,0.12877783185,1.00872627793,0.49462440849
0.5,100,0.01,0.02,0.05,2000,0.25,0.12565387791,1.01364161592,0.49604660768
0.5,100,0.01,0.02,0.05,3000,0.33,0.12541632774,1.01336758685,0.495825638
0.5,100,0.01,0.02,0.05,5000,0.52,0.12394087754,1.01898088007,0.49634478441
0.5,100,0.01,0.02,0.05,10000,0.85,0.12482883745,1.01906463873,0.49576542858
0.5,100,0.01,0.02,0.1,1000,0.23,0.21766887606,0.85435015183,0.49462440849
0.5,100,0.01,0.02,0.1,2000,0.39,0.218941963,0.86049561687,0.49604660768
0.5,100,0.01,0.02,0.1,3000,0.53,0.21960959896,0.86115857741,0.495825638
0.5,100,0.01,0.02,0.1,5000,0.69,0.21666403256,0.86459825304,0.49634478441
0.5,100,0.01,0.02,0.1,10000,0.91,0.21769518563,0.86590313675,0.49576542858
0.5,100,0.02,0.005,0.02,1000,0.26,0.23772093695,1.17097359728,0.49462440849
0.5,100,0.02,0.005,0.02,2000,0.61,0.24789288004,1.16306963186,0.49604660768
0.5,100,0.02,0.005,0.02,3000,0.72,0.24235026482,1.16159420291,0.495825638
0.5,100,0.02,0.005,0.02,5000,0.92,0.24605859901,1.16763169599,0.49634478441
0.5,100,0.02,0.005,0.02,10000,1,0.24605583099,1.16446692346,0.49576542858
0.5,100,0.02,0.005,0.05,1000,0.4,0.3961060792,0.99290147194,0.49462440849
0.5,100,0.02,0.005,0.05,2000,0.76,0.40374970078,0.99740290354,0.49604660768
0.5,100,0.02,0.005,0.05,3000,0.93,0.39875729628,0.99816238731,0.495825638
0.5,100,0.02,0.005,0.05,5000,0.99,0.39970909208,1.00319368322,0.49634478441
0.5,100,0.02,0.005,0.05,10000,1,0.39601198212,1.0030851972,0.49576542858
0.5,100,0.02,0.005,0.1,1000,0.53,0.54211506098,0.84660694509,0.49462440849
0.5,100,0.02,0.005,0.1,2000,0.83,0.54596116393,0.85449345356,0.49604660768
0.5,100,0.02,0.005,0.1,3000,0.93,0.54250354688,0.85485493393,0.495825638
0.5,100,0.02,0.005,0.1,5000,1,0.54693229302,0.85813014599,0.49634478441
0.5,100,0.02,0.005,0.1,10000,1,0.54325214636,0.85900784291,0.49576542858
0.5,100,0.02,0.01,0.02,1000,0.19,0.14290759621,1.17904452248,0.49462440849
0.5,100,0.02,0.01,0.02,2000,0.4,0.13806790696,1.17191352263,0.49604660768
0.5,100,0.02,0.01,0.02,3000,0.59,0.13489342476,1.1730490227,0.495825638
0.5,100,0.02,0.01,0.02,5000,0.86,0.13979158145,1.17901851397,0.49634478441
0.5,100,0.02,0.01,0.02,10000,0.97,0.13729091349,1.17835242147,0.49576542858
0.5,100,0.02,0.01,0.05,1000,0.32,0.25066409014,0.99811392831,0.49462440849
0.5,100,0.02,0.01,0.05,2000,0.59,0.24649346474,1.00525288875,0.49604660768
0.5,100,0.02,0.01,0.05,3000,0.8,0.24770231756,1.00510936024,0.495825638
0.5,100,0.02,0.01,0.05,5000,0.99,0.25545889486,1.00771971377,0.49634478441
0.5,100,0.02,0.01,0.05,10000,1,0.25138227378,1.0088141004,0.49576542858
0.5,100,0.02,0.01,0.1,1000,0.4,0.37560019238,0.85172472163,0.49462440849
0.5,100,0.02,0.01,0.1,2000,0.74,0.36864179749,0.85685609009,0.49604660768
0.5,100,0.02,0.01,0.1,3000,0.91,0.37691479048,0.85769285949,0.495825638
0.5,100,0.02,0.01,0.1,5000,0.99,0.38284924377,0.85949205295,0.49634478441
0.5,100,0.02,0.01,0.1,10000,1,0.38301316368,0.86027187739,0.49576542858
0.5,100,0.02,0.02,0.02,1000,0.16,0.08350585768,1.19309653123,0.49462440849
0.5,100,0.02,0.02,0.02,2000,0.3,0.08368779544,1.18405977674,0.49604660768
0.5,100,0.02,0.02,0.02,3000,0.42,0.08508464279,1.17703706459,0.495825638
0.5,100,0.02,0.02,0.02,5000,0.65,0.08428006929,1.18644251916,0.49634478441
0.5,100,0.02,0.02,0.02,10000,0.91,0.08550547536,1.18745867694,0.49576542858
0.5,100,0.02,0.02,0.05,1000,0.34,0.17681396593,1.00233691212,0.49462440849
0.5,100,0.02,0.02,0.05,2000,0.46,0.17345476319,1.00653086608,0.49604660768
0.5,100,0.02,0.02,0.05,3000,0.68,0.17213878281,1.00574124519,0.495825638
0.5,100,0.02,0.02,0.05,5000,0.9,0.17091349557,1.01092742184,0.49634478441
0.5,100,0.02,0.02,0.05,10000,0.98,0.17150532172,1.01315729468,0.49576542858
0.5,100,0.02,0.02,0.1,1000,0.35,0.27261204302,0.85266988322,0.49462440849
0.5,100,0.02,0.02,0.1,2000,0.63,0.28196519302,0.85726505809,0.49604660768
0.5,100,0.02,0.02,0.1,3000,0.86,0.28409529699,0.85689827161,0.495825638
0.5,100,0.02,0.02,0.1,5000,0.98,0.281448591,0.86095941535,0.49634478441
0.5,100,0.02,0.02,0.1,10000,1,0.28111191792,0.86218800432,0.49576542858
0.5,100,0.03,0.005,0.02,1000,0.5,0.34674600543,1.13403049281,0.49462440849
0.5,100,0.03,0.005,0.02,2000,0.78,0.34932363864,1.12773097579,0.49604660768
0.5,100,0.03,0.005,0.02,3000,0.91,0.34412202646,1.12460851622,0.495825638
0.5,100,0.03,0.005,0.02,5000,0.99,0.34990259238,1.12808686304,0.49634478441
0.5,100,0.03,0.005,0.02,10000,1,0.34954702692,1.12900927667,0.49576542858
0.5,100,0.03,0.005,0.05,1000,0.63,0.51488119515,0.98079462719,0.49462440849
0.5,100,0.03,0.005,0.05,2000,0.91,0.52572891299,0.98309788171,0.49604660768
0.5,100,0.03,0.005,0.05,3000,0.96,0.51914103343,0.98419461817,0.495825638
0.5,100,0.03,0.005,0.05,5000,1,0.5246935062,0.98774274382,0.49634478441
0.5,100,0.03,0.005,0.05,10000,1,0.52215988336,0.98805602775,0.49576542858
0.5,100,0.03,0.005,0.1,1000,0.68,0.66005759399,0.84178670865,0.49462440849
0.5,100,0.03,0.005,0.1,2000,0.9,0.65792512216,0.8507184691,0.49604660768
0.5,100,0.03,0.005,0.1,3000,0.99,0.65477666132,0.85059801212,0.495825638
0.5,100,0.03,0.005,0.1,5000,1,0.66336898119,0.85347211011,0.49634478441
0.5,100,0.03,0.005,0.1,10000,1,0.66634619159,0.853708098,0.49576542858
0.5,100,0.03,0.01,0.02,1000,0.27,0.18825672462,1.15852422129,0.49462440849
0.5,100,0.03,0.01,0.02,2000,0.65,0.18296376895,1.15481396316,0.49604660768
0.5,100,0.03,0.01,0.02,3000,0.84,0.18344605437,1.1524756158,0.495825638
0.5,100,0.03,0.01,0.02,5000,0.99,0.1916826381,1.15350719438,0.49634478441
0.5,100,0.03,0.01,0.02,10000,1,0.19034416347,1.15514044672,0.49576542858
0.5,100,0.03,0.01,0.05,1000,0.56,0.32431695883,0.98930684279,0.49462440849
0.5,100,0.03,0.01,0.05,2000,0.83,0.31549923172,0.99387705939,0.49604660768
0.5,100,0.03,0.01,0.05,3000,0.96,0.32208779851,0.99306372601,0.495825638
0.5,100,0.03,0.01,0.05,5000,1,0.3282417117,0.99520906769,0.49634478441
0.5,100,0.03,0.01,0.05,10000,1,0.32623552694,0.99666248765,0.49576542858
0.5,100,0.03,0.01,0.1,1000,0.63,0.46387235652,0.84545596491,0.49462440849
0.5,100,0.03,0.01,0.1,2000,0.9,0.45885240422,0.85048788842,0.49604660768
0.5,100,0.03,0.01,0.1,3000,0.99,0.46714785146,0.85068763456,0.495825638
0.5,100,0.03,0.01,0.1,5000,1,0.4725594575,0.85334265484,0.49634478441
0.5,100,0.03,0.01,0.1,10000,1,0.47235888896,0.85418879506,0.49576542858
0.5,100,0.03,0.02,0.02,1000,0.31,0.11123195037,1.17098738263,0.49462440849
0.5,100,0.03,0.02,0.02,2000,0.42,0.10953833126,1.16745462584,0.49604660768
0.5,100,0.03,0.02,0.02,3000,0.66,0.10993088431,1.16259785716,0.495825638
0.5,100,0.03,0.02,0.02,5000,0.88,0.10958168467,1.17015367632,0.49634478441
0.5,100,0.03,0.02,0.02,10000,1,0.11049847159,1.17313289886,0.49576542858
0.5,100,0.03,0.02,0.05,1000,0.43,0.21331508182,0.99490095622,0.49462440849
0.5,100,0.03,0.02,0.05,2000,0.69,0.21433794119,0.99987007346,0.49604660768
0.5,100,0.03,0.02,0.05,3000,0.92,0.21558052376,0.99649418882,0.495825638
0.5,100,0.03,0.02,0.05,5000,0.97,0.21345330049,1.00230339466,0.49634478441
0.5,100,0.03,0.02,0.05,10000,1,0.21323502379,1.0046841399,0.49576542858
0.5,100,0.03,0.02,0.1,1000,0.57,0.32744135724,0.8486960699,0.49462440849
0.5,100,0.03,0.02,0.1,2000,0.82,0.33647690622,0.85285737713,0.49604660768
0.5,100,0.03,0.02,0.1,3000,0.95,0.33748526763,0.85253354472,0.495825638
0.5,100,0.03,0.02,0.1,5000,1,0.33510893933,0.85645803301,0.49634478441
0.5,100,0.03,0.02,0.1,10000,1,0.3358163847,0.85769388789,0.49576542858
0.5,100,0.05,0.005,0.02,1000,0.81,0.53222313565,1.0466696088,0.49462440849
0.5,100,0.05,0.005,0.02,2000,0.97,0.54064880547,1.04174320608,0.49604660768
0.5,100,0.05,0.005,0.02,3000,1,0.5324897775,1.0412256779,0.495825638
0.5,100,0.05,0.005,0.02,5000,1,0.54347863557,1.04303433216,0.49634478441
0.5,100,0.05,0.005,0.02,10000,1,0.54082196258,1.03946042492,0.49576542858
0.5,100,0.05,0.005,0.05,1000,0.91,0.71305293239,0.95069614039,0.49462440849
0.5,100,0.05,0.005,0.05,2000,0.98,0.71016333264,0.95824888739,0.49604660768
0.5,100,0.05,0.005,0.05,3000,1,0.71009945083,0.95602060896,0.495825638
0.5,100,0.05,0.005,0.05,5000,1,0.71160527711,0.95976979241,0.49634478441
0.5,100,0.05,0.005,0.05,10000,1,0.71465784658,0.9590622164,0.49576542858
0.5,100,0.05,0.005,0.1,1000,0.9,0.84023498357,0.83268334556,0.49462440849
0.5,100,0.05,0.005,0.1,2000,0.97,0.84164902635,0.8393722364,0.49604660768
0.5,100,0.05,0.005,0.1,3000,1,0.83749486578,0.84027935415,0.495825638
0.5,100,0.05,0.005,0.1,5000,1,0.83415015047,0.84481245844,0.49634478441
0.5,100,0.05,0.005,0.1,10000,1,0.83150915476,0.84569178166,0.49576542858
0.5,100,0.05,0.01,0.02,1000,0.6,0.27950440491,1.10640523808,0.49462440849
0.5,100,0.05,0.01,0.02,2000,0.92,0.27989794813,1.09763980091,0.49604660768
0.5,100,0.05,0.01,0.02,3000,0.99,0.28285458705,1.09195863771,0.495825638
0.5,100,0.05,0.01,0.02,5000,1,0.29031369416,1.09263597474,0.49634478441
0.5,100,0.05,0.01,0.02,10000,1,0.29010491078,1.09183230237,0.49576542858
0.5,100,0.05,0.01,0.05,1000,0.83,0.45298619887,0.96341525484,0.49462440849
0.5,100,0.05,0.01,0.05,2000,1,0.44720178567,0.96964322318,0.49604660768
0.5,100,0.05,0.01,0.05,3000,1,0.45505364303,0.9662214945,0.495825638
0.5,100,0.05,0.01,0.05,5000,1,0.46065173077,0.96665497222,0.49634478441
0.5,100,0.05,0.01,0.05,10000,1,0.4624280163,0.96695610835,0.49576542858
0.5,100,0.05,0.01,0.1,1000,0.88,0.60571185547,0.8345500546,0.49462440849
0.5,100,0.05,0.01,0.1,2000,0.99,0.60204848972,0.83847290073,0.49604660768
0.5,100,0.05,0.01,0.1,3000,0.99,0.60640464539,0.83978161294,0.495825638
0.5,100,0.05,0.01,0.1,5000,1,0.61148761583,0.84233472514,0.49634478441
0.5,100,0.05,0.01,0.1,10000,1,0.61312900553,0.84331742694,0.49576542858
0.5,100,0.05,0.02,0.02,1000,0.46,0.16086219488,1.13068398563,0.49462440849
0.5,100,0.05,0.02,0.02,2000,0.83,0.16023903777,1.12628660732,0.49604660768
0.5,100,0.05,0.02,0.02,3000,0.93,0.15961110655,1.12413986804,0.495825638
0.5,100,0.05,0.02,0.02,5000,1,0.15786806674,1.13157019359,0.49634478441
0.5,100,0.05,0.02,0.02,10000,1,0.15987630713,1.13067711265,0.49576542858
0.5,100,0.05,0.02,0.05,1000,0.69,0.28441501648,0.97993775221,0.49462440849
0.5,100,0.05,0.02,0.05,2000,0.92,0.29015922729,0.97826833665,0.49604660768
0.5,100,0.05,0.02,0.05,3000,0.99,0.29205000138,0.97470104926,0.495825638
0.5,100,0.05,0.02,0.05,5000,1,0.28826694928,0.98120839092,0.49634478441
0.5,100,0.05,0.02,0.05,10000,1,0.28868779309,0.98242079103,0.49576542858
0.5,100,0.05,0.02,0.1,1000,0.8,0.41853614642,0.84066057058,0.49462440849
0.5,100,0.05,0.02,0.1,2000,0.97,0.43159934268,0.84244533531,0.49604660768
0.5,100,0.05,0.02,0.1,3000,1,0.43138571232,0.84303651166,0.495825638
0.5,100,0.05,0.02,0.1,5000,1,0.4328187208,0.8455739458,0.49634478441
0.5,100,0.05,0.02,0.1,10000,1,0.4315361572,0.84714633375,0.49576542858
0.5,100,0.1,0.005,0.02,1000,0.98,0.85751120736,0.82717909636,0.49462440849
0.5,100,0.1,0.005,0.02,2000,1,0.85606711549,0.8329927328,0.49604660768
0.5,100,0.1,0.005,0.02,3000,1,0.85829352111,0.83282025406,0.495825638
0.5,100,0.1,0.005,0.02,5000,1,0.85479650182,0.84485109951,0.49634478441
0.5,100,0.1,0.005,0.02,10000,1,0.85185164775,0.84402721353,0.49576542858
0.5,100,0.1,0.005,0.05,1000,0.98,0.94829202865,0.90793629312,0.49462440849
0.5,100,0.1,0.005,0.05,2000,1,0.94645970989,0.9159144642,0.49604660768
0.5,100,0.1,0.005,0.05,3000,1,0.94327938283,0.91710117952,0.495825638
0.5,100,0.1,0.005,0.05,5000,1,0.94503374196,0.92048165011,0.49634478441
0.5,100,0.1,0.005,0.05,10000,1,0.94268261167,0.91976735874,0.49576542858
0.5,100,0.1,0.005,0.1,1000,0.96,0.97639900176,0.83506798139,0.49462440849
0.5,100,0.1,0.005,0.1,2000,0.99,0.97524981173,0.84355066625,0.49604660768
0.5,100,0.1,0.005,0.1,3000,1,0.97748353283,0.84302603452,0.495825638
0.5,100,0.1,0.005,0.1,5000,1,0.97827030879,0.84671386823,0.49634478441
0.5,100,0.1,0.005,0.1,10000,1,0.97829811389,0.84777362,0.49576542858
0.5,100,0.1,0.01,0.02,1000,0.96,0.50689760097,0.89894450499,0.49462440849
0.5,100,0.1,0.01,0.02,2000,1,0.50498273404,0.89363605942,0.49604660768
0.5,100,0.1,0.01,0.02,3000,1,0.512993365,0.88473673339,0.495825638
0.5,100,0.1,0.01,0.02,5000,1,0.51689689382,0.88919510199,0.49634478441
0.5,100,0.1,0.01,0.02,10000,1,0.51971491302,0.88434299436,0.49576542858
0.5,100,0.1,0.01,0.05,1000,1,0.71982465952,0.87977560254,0.49462440849
0.5,100,0.1,0.01,0.05,2000,1,0.71079002682,0.88426464367,0.49604660768
0.5,100,0.1,0.01,0.05,3000,1,0.71123697343,0.88663960211,0.495825638
0.5,100,0.1,0.01,0.05,5000,1,0.71562744531,0.88998195915,0.49634478441
0.5,100,0.1,0.01,0.05,10000,1,0.71761816993,0.88801683734,0.49576542858
0.5,100,0.1,0.01,0.1,1000,1,0.85126100702,0.8082803165,0.49462440849
0.5,100,0.1,0.01,0.1,2000,1,0.84312415091,0.81189537619,0.49604660768
0.5,100,0.1,0.01,0.1,3000,1,0.83796277676,0.81478824928,0.495825638
0.5,100,0.1,0.01,0.1,5000,1,0.84103325426,0.81818369124,0.49634478441
0.5,100,0.1,0.01,0.1,10000,1,0.84287165034,0.81917158055,0.49576542858
0.5,100,0.1,0.02,0.02,1000,0.86,0.26541635545,1.00863698763,0.49462440849
0.5,100,0.1,0.02,0.02,2000,0.99,0.27201236699,0.98672246989,0.49604660768
0.5,100,0.1,0.02,0.02,3000,1,0.27206325791,0.98384810887,0.495825638
0.5,100,0.1,0.02,0.02,5000,1,0.27033576442,0.99226222997,0.49634478441
0.5,100,0.1,0.02,0.02,10000,1,0.27117430484,0.99374970129,0.49576542858
0.5,100,0.1,0.02,0.05,1000,0.97,0.45064134628,0.91532342486,0.49462440849
0.5,100,0.1,0.02,0.05,2000,1,0.45670619697,0.9103825247,0.49604660768
0.5,100,0.1,0.02,0.05,3000,1,0.45588411025,0.90911040689,0.495825638
0.5,100,0.1,0.02,0.05,5000,1,0.45728716589,0.9103957392,0.49634478441
0.5,100,0.1,0.02,0.05,10000,1,0.45629465724,0.91019799313,0.49576542858
0.5,100,0.1,0.02,0.1,1000,0.98,0.60749530178,0.80894847323,0.49462440849
0.5,100,0.1,0.02,0.1,2000,1,0.60916113894,0.81504424078,0.49604660768
0.5,100,0.1,0.02,0.1,3000,1,0.61034690294,0.81360420418,0.495825638
0.5,100,0.1,0.02,0.1,5000,1,0.61476977826,0.81553019671,0.49634478441
0.5,100,0.1,0.02,0.1,10000,1,0.61783078437,0.81528326801,0.49576542858
